IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,GIN,Guinea,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,18.38,,,13.75,,24.11,18.38 [13.75 – 24.11],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,18.47,,,13.3,,24.9,18.47 [13.3 – 24.9],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,GEO,Georgia,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,18.58,,,12.93,,25.95,18.58 [12.93 – 25.95],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,18.6,,,13.92,,24.39,18.6 [13.92 – 24.39],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,GHA,Ghana,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,18.6,,,14.57,,22.62,18.6 [14.57 – 22.62],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,18.68,,,13.72,,24.91,18.68 [13.72 – 24.91],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,URY,Uruguay,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,18.74,,,14.22,,24.28,18.74 [14.22 – 24.28],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,18.84,,,13.78,,25.2,18.84 [13.78 – 25.2],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,COM,Comoros,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,19.01,,,14.15,,23.88,19.01 [14.15 – 23.88],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,19.06,,,13.17,,26.66,19.06 [13.17 – 26.66],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,19.08,,,14.84,,23.33,19.08 [14.84 – 23.33],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,19.39,,,14.27,,25.77,19.39 [14.27 – 25.77],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,TCD,Chad,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,19.62,,,13.62,,25.62,19.62 [13.62 – 25.62],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,19.63,,,14.25,,26.4,19.63 [14.25 – 26.4],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,19.68,,,15.04,,25.29,19.68 [15.04 – 25.29],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,NER,Niger,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,19.72,,,14.33,,26.48,19.72 [14.33 – 26.48],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,19.9,,,14.84,,26.13,19.9 [14.84 – 26.13],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,19.95,,,13.96,,27.65,19.95 [13.96 – 27.65],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,20.01,,,14.36,,27.16,20.01 [14.36 – 27.16],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,20.23,,,14.68,,27.19,20.23 [14.68 – 27.19],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,20.3,,,15.1,,25.49,20.3 [15.1 – 25.49],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,20.42,,,14.69,,27.64,20.42 [14.69 – 27.64],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,20.65,,,14.43,,26.87,20.65 [14.43 – 26.87],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,20.75,,,14.45,,28.83,20.75 [14.45 – 28.83],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,20.83,,,16.09,,26.52,20.83 [16.09 – 26.52],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,21,,,15.96,,27.1,21 [15.96 – 27.1],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,GMB,Gambia,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,21.07,,,16.05,,27.11,21.07 [16.05 – 27.11],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,21.18,,,14.04,,30.62,21.18 [14.04 – 30.62],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,21.41,,,16.5,,27.31,21.41 [16.5 – 27.31],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,SWE,Sweden,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,21.51,,,17.13,,26.62,21.51 [17.13 – 26.62],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,DMA,Dominica,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,21.65,,,16.33,,28.02,21.65 [16.33 – 28.02],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,21.69,,,15.03,,30.21,21.69 [15.03 – 30.21],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,21.71,,,16.66,,27.76,21.71 [16.66 – 27.76],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,LBR,Liberia,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,21.72,,,17.08,,27.2,21.72 [17.08 – 27.2],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,21.74,,,16.29,,28.37,21.74 [16.29 – 28.37],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,BWA,Botswana,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,21.74,,,16.91,,27.45,21.74 [16.91 – 27.45],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,21.75,,,17,,27.38,21.75 [17 – 27.38],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,21.79,,,16.29,,28.49,21.79 [16.29 – 28.49],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,GHA,Ghana,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,21.8,,,17.28,,26.32,21.8 [17.28 – 26.32],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,GRD,Grenada,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,21.91,,,16.04,,29.14,21.91 [16.04 – 29.14],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,22.06,,,17.31,,26.81,22.06 [17.31 – 26.81],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,22.09,,,15.61,,30.28,22.09 [15.61 – 30.28],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,ERI,Eritrea,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,22.37,,,18.82,,25.92,22.37 [18.82 – 25.92],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,NER,Niger,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,22.38,,,16.52,,29.57,22.38 [16.52 – 29.57],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,URY,Uruguay,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,22.42,,,16.94,,29.01,22.42 [16.94 – 29.01],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,22.57,,,15.96,,30.9,22.57 [15.96 – 30.9],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,22.64,,,16.36,,30.46,22.64 [16.36 – 30.46],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,22.72,,,16.99,,28.45,22.72 [16.99 – 28.45],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,22.77,,,17.21,,29.46,22.77 [17.21 – 29.46],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,22.8,,,16.71,,30.27,22.8 [16.71 – 30.27],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,22.87,,,18.09,,28.46,22.87 [18.09 – 28.46],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,22.98,,,18.42,,27.55,22.98 [18.42 – 27.55],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,23.06,,,17.42,,29.85,23.06 [17.42 – 29.85],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,SEN,Senegal,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,23.09,,,18.67,,27.5,23.09 [18.67 – 27.5],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,SWE,Sweden,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,23.13,,,18.22,,28.88,23.13 [18.22 – 28.88],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,23.17,,,16.52,,31.47,23.17 [16.52 – 31.47],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,23.22,,,18.03,,29.35,23.22 [18.03 – 29.35],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,23.23,,,17.27,,30.48,23.23 [17.27 – 30.48],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,TCD,Chad,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,23.3,,,16.58,,30.02,23.3 [16.58 – 30.02],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,23.34,,,17.29,,30.68,23.34 [17.29 – 30.68],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,23.46,,,16.9,,31.58,23.46 [16.9 – 31.58],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,23.75,,,18.23,,30.29,23.75 [18.23 – 30.29],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,23.76,,,20.18,,27.34,23.76 [20.18 – 27.34],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,23.85,,,18.63,,29.97,23.85 [18.63 – 29.97],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,24.09,,,17.46,,32.24,24.09 [17.46 – 32.24],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,24.13,,,17.77,,31.85,24.13 [17.77 – 31.85],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,FRA,France,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,24.26,,,19.4,,29.88,24.26 [19.4 – 29.88],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,24.38,,,13.68,,35.07,24.38 [13.68 – 35.07],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,24.42,,,16.92,,33.88,24.42 [16.92 – 33.88],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,CHL,Chile,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,24.42,,,18.23,,30.61,24.42 [18.23 – 30.61],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,24.58,,,18.17,,32.33,24.58 [18.17 – 32.33],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,24.6,,,18.15,,31.05,24.6 [18.15 – 31.05],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,SEAR,South-East Asia,Country,IND,India,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,24.7,,,15.84,,36.32,24.7 [15.84 – 36.32],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,24.7,,,19.48,,30.76,24.7 [19.48 – 30.76],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,SWE,Sweden,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,24.73,,,19.29,,31.11,24.73 [19.29 – 31.11],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,COG,Congo,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,24.76,,,18.92,,31.68,24.76 [18.92 – 31.68],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,GHA,Ghana,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,24.84,,,19.86,,29.83,24.84 [19.86 – 29.83],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,24.97,,,19.72,,30.22,24.97 [19.72 – 30.22],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,24.99,,,19.23,,31.77,24.99 [19.23 – 31.77],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,NER,Niger,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,25.02,,,18.68,,32.62,25.02 [18.68 – 32.62],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,LBR,Liberia,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,25.12,,,19.77,,31.34,25.12 [19.77 – 31.34],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,25.29,,,20.3,,31,25.29 [20.3 – 31],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,GAB,Gabon,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,25.33,,,18.5,,33.53,25.33 [18.5 – 33.53],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,LVA,Latvia,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,25.35,,,19.59,,32.11,25.35 [19.59 – 32.11],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,25.39,,,18.93,,33.07,25.39 [18.93 – 33.07],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2016,TRUE,Sex,Both sexes,BTSX,,,,,,,,,,25.45,,,18.53,,33.85,25.45 [18.53 – 33.85],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,TRUE,Sex,Male,MLE,,,,,,,,,,25.47,,,20.34,,31.37,25.47 [20.34 – 31.37],,,EN,2018-09-13T05:00:00.000Z
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2016,TRUE,Sex,Female,FMLE,,,,,,,,,,25.48,,,17.71,,35.18,25.48 [17.71 – 35.18],,,EN,2018-09-13T05:00:00.000Z
